connexion;geo_point_2d;geo_shape;id_gares;nom_gares;nom_so_gar;nom_su_gar;id_ref_zdc;nom_zdc;id_ref_zda;nom_zda;idrefliga;idrefligc;res_com;ligne;mode;tertrain;terrer;termetro;tertram;terval;exploitant;color;idf;principal;x;y;picto;nom_iv
376;48.83908975449538,2.2704582437872416;"{""coordinates"": [2.270458243787242, 48.83908975449538], ""type"": ""Point""}";57;Pont du Garigliano;Hôpital Européen Georges Pompidou;;74002;Pont du Garigliano - Hôpital Européen G. Pompidou;58798;Pont du Garigliano - Hôpital Européen G. Pompidou;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;646453.5639;6860140.6142;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Pont du Garigliano
;49.04664576170749,2.0951950672259683;"{""coordinates"": [2.095195067225968, 49.04664576170749], ""type"": ""Point""}";676;Pontoise;;;66816;Pontoise;44411;Pontoise;A01840;C01727;RER C;C;RER;0;RER C;0;0;0;SNCF;yellow;1;1;633854.6907;6883353.2516;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Pontoise
916;48.796528180240905,2.1523786602533717;"{""coordinates"": [2.152378660253372, 48.796528180240905], ""type"": ""Point""}";679;Porchefontaine;;;63886;Porchefontaine;43183;Porchefontaine;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;637736.3447;6855494.9687;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Porchefontaine
832;48.894168385277624,2.3155992205467677;"{""coordinates"": [2.315599220546768, 48.894168385277624], ""type"": ""Point""}";688;Porte de Clichy;;;71545;Porte de Clichy;44514;Porte de Clichy;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;649819.7897;6866235.2447;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Porte de Clichy
670;48.74019544726775,2.35163319817191;"{""coordinates"": [2.35163319817191, 48.74019544726775], ""type"": ""Point""}";756;Rungis-La Fraternelle;;;69633;Rungis la Fraternelle;44787;Rungis la Fraternelle;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;652321.1615;6849093.1005;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Rungis-La Fraternelle
110;48.55092667936702,2.1249373835377647;"{""coordinates"": [2.124937383537765, 48.55092667936702], ""type"": ""Point""}";811;Saint-Chéron;;;59882;Saint-Chéron;47952;Saint-Chéron;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;635418.0825;6828213.3022;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Chéron
887;48.79870763435358,2.0718470059294005;"{""coordinates"": [2.071847005929401, 48.79870763435358], ""type"": ""Point""}";814;Saint-Cyr;;;73731;Saint-Cyr;46990;Saint-Cyr;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;631823.8462;6855803.8011;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Cyr
257;48.65281140050726,2.312736251060262;"{""coordinates"": [2.312736251060262, 48.65281140050726], ""type"": ""Point""}";818;Sainte-Geneviève-des-Bois;;;60785;Sainte-Geneviève-des-Bois;43188;Sainte-Geneviève-des-Bois;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;649376.3157;6839402.3497;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Sainte-Geneviève-des-Bois
265;48.96358968393914,2.2859307182089417;"{""coordinates"": [2.285930718208942, 48.96358968393914], ""type"": ""Point""}";821;Saint-Gratien;;;65305;Saint-Gratien;43201;Saint-Gratien;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;647714.366;6873974.0035;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Gratien
271;48.42736258324724,2.1452465929031157;"{""coordinates"": [2.145246592903116, 48.42736258324724], ""type"": ""Point""}";825;Saint-Martin-d'Étampes;;;59531;Saint-Martin d'Étampes;47115;Saint-Martin d'Étampes;A01840;C01727;RER C;C;RER;0;RER C;0;0;0;SNCF;yellow;1;1;636768.2154;6814462.2274;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Martin-d'Étampes
574;48.85353289978531,2.34528833219743;"{""coordinates"": [2.34528833219743, 48.85353289978531], ""type"": ""Point""}";828;Saint-Michel;Notre-Dame;;73620;Saint-Michel Notre-Dame;44877;Saint-Michel Notre-Dame;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;651959.0773;6861698.4081;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Michel
818;48.635875860403985,2.3068331640148245;"{""coordinates"": [2.306833164014825, 48.635875860403985], ""type"": ""Point""}";829;Saint-Michel-sur-Orge;;;60536;Saint-Michel-sur-Orge;43202;Saint-Michel-sur-Orge;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;648924.979;6837523.4219;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Michel-sur-Orge
450;48.90456638896682,2.3226263683342263;"{""coordinates"": [2.322626368334226, 48.90456638896682], ""type"": ""Point""}";832;Saint-Ouen;;;72126;Saint-Ouen;43203;Saint-Ouen;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;650344.9256;6867387.0104;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Ouen
676;49.045311647416625,2.1051107034445073;"{""coordinates"": [2.105110703444507, 49.045311647416625], ""type"": ""Point""}";805;Saint-Ouen-l'Aumône;;;66803;Saint-Ouen-l'Aumône;47599;Saint-Ouen-l'Aumône;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;634577.8556;6883196.6275;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Ouen-l'Aumône
805;49.03398763533776,2.128263873923672;"{""coordinates"": [2.128263873923672, 49.03398763533776], ""type"": ""Point""}";960;Saint-Ouen-l'Aumône-Liesse;;;66659;Saint-Ouen-l'Aumône Liesse;43150;Saint-Ouen-l'Aumône Liesse;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;636256.5279;6881918.3815;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Ouen-l'Aumône-Liesse
814;48.78739023735681,2.044621988534177;"{""coordinates"": [2.044621988534177, 48.78739023735681], ""type"": ""Point""}";835;Saint-Quentin-en-Yvelines;;;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;461504;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;A01840;C01727;RER C;C;RER;0;RER C;0;0;0;SNCF;yellow;1;1;629808.9428;6854569.3771;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Quentin-en-Yvelines
385;48.67644665606244,2.3524814010489967;"{""coordinates"": [2.352481401048997, 48.67644665606244], ""type"": ""Point""}";788;Savigny-sur-Orge;;;60987;Savigny-sur-Orge;43192;Savigny-sur-Orge;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;652325.414;6842005.2007;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Savigny-sur-Orge
811;48.535806508307815,2.069381524887471;"{""coordinates"": [2.069381524887471, 48.535806508307815], ""type"": ""Point""}";793;Sermaise;;;59842;Sermaise;47950;Sermaise;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;631298.2893;6826579.4598;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Sermaise
73;48.75883616277715,2.193014615252485;"{""coordinates"": [2.193014615252485, 48.75883616277715], ""type"": ""Point""}";874;Vauboyen;;;63454;Vauboyen;43215;Gare de Vauboyen;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;640678.401;6851273.0425;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Vauboyen
679;48.80021557720123,2.129043867370255;"{""coordinates"": [2.129043867370255, 48.80021557720123], ""type"": ""Point""}";885;Versailles Château;Rive Gauche;;73721;Versailles Château Rive Gauche;43220;Versailles Château Rive Gauche;A01840;C01727;RER C;C;RER;0;RER C;0;0;0;SNCF;yellow;1;1;636026.8334;6855923.5959;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Versailles Château
916;48.795138178428715,2.1351562241000215;"{""coordinates"": [2.135156224100021, 48.795138178428715], ""type"": ""Point""}";887;Versailles-Chantiers;;;63880;Versailles Chantiers;43219;Versailles Chantiers;A01840;C01727;RER C;C;RER;0;RER C;0;0;0;SNCF;yellow;1;1;636469.5949;6855354.1433;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Versailles-Chantiers
638;48.795138178428715,2.1351562241000215;"{""coordinates"": [2.135156224100021, 48.795138178428715], ""type"": ""Point""}";887;Versailles-Chantiers;;;63880;Versailles Chantiers;43219;Versailles Chantiers;A01840;C01727;RER C;C;RER;0;RER C;0;0;0;SNCF;yellow;1;1;636469.5949;6855354.1433;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Versailles-Chantiers
185;48.739830698501535,2.4263998204748227;"{""coordinates"": [2.426399820474823, 48.739830698501535], ""type"": ""Point""}";899;Villeneuve-le-Roi;;;69625;Villeneuve-le-Roi;46307;Villeneuve-le-Roi;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;657818.8642;6849010.0051;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Villeneuve-le-Roi
177;48.8007184629288,2.1713898127563778;"{""coordinates"": [2.171389812756378, 48.8007184629288], ""type"": ""Point""}";916;Viroflay Rive Gauche;;;63923;Viroflay Rive Gauche;462388;Viroflay Rive Gauche;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;639137.6827;6855946.0349;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Viroflay Rive Gauche
369;48.80020939740985,2.40271281718153;"{""coordinates"": [2.40271281718153, 48.80020939740985], ""type"": ""Point""}";918;Vitry-sur-Seine;;;70313;Vitry-sur-Seine;46375;Vitry-sur-Seine;A01840;C01727;RER C;C;RER;0;0;0;0;0;SNCF;yellow;1;0;656127.7934;6855736.0228;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Vitry-sur-Seine
